,id,question,context,context_id,answer_start,answer_text
403,57335d8dd058e614000b5920,How do the senses affect causal efficacy?,"Whitehead describes causal efficacy as ""the experience dominating the primitive living organisms, which have a sense for the fate from which they have emerged, and the fate towards which they go."" It is, in other words, the sense of causal relations between entities, a feeling of being influenced and affected by the surrounding environment, unmediated by the senses. Presentational immediacy, on the other hand, is what is usually referred to as ""pure sense perception"", unmediated by any causal or symbolic interpretation, even unconscious interpretation. In other words, it is pure appearance, which may or may not be delusive (e.g. mistaking an image in a mirror for ""the real thing"").",1556,343,unmediated by the senses
404,57335f23d058e614000b5960,Which concept does Whitehead state is more dominant in a lower mentality?,"In higher organisms (like people), these two modes of perception combine into what Whitehead terms ""symbolic reference"", which links appearance with causation in a process that is so automatic that both people and animals have difficulty refraining from it. By way of illustration, Whitehead uses the example of a person's encounter with a chair. An ordinary person looks up, sees a colored shape, and immediately infers that it is a chair. However, an artist, Whitehead supposes, ""might not have jumped to the notion of a chair"", but instead ""might have stopped at the mere contemplation of a beautiful color and a beautiful shape."" This is not the normal human reaction; most people place objects in categories by habit and instinct, without even thinking about it. Moreover, animals do the same thing. Using the same example, Whitehead points out that a dog ""would have acted immediately on the hypothesis of a chair and would have jumped onto it by way of using it as such."" In this way symbolic reference is a fusion of pure sense perceptions on the one hand and causal relations on the other, and that it is in fact the causal relationships that dominate the more basic mentality (as the dog illustrates), while it is the sense perceptions which indicate a higher grade mentality (as the artist illustrates).",1557,1126,causal relationships
405,573361a8d058e614000b59a0,What was Whitehead's description of God?,"Whitehead's idea of God differs from traditional monotheistic notions. Perhaps his most famous and pointed criticism of the Christian conception of God is that ""the Church gave unto God the attributes which belonged exclusively to Caesar."" Here Whitehead is criticizing Christianity for defining God as primarily a divine king who imposes his will on the world, and whose most important attribute is power. As opposed to the most widely accepted forms of Christianity, Whitehead emphasized an idea of God that he called ""the brief Galilean vision of humility"":",1559,520,"""the brief Galilean vision of humility"""
406,57337cc94776f41900660ba8,Where has interest outside of those areas mainly come from?,"Overall, however, Whitehead's influence is very difficult to characterize. In English-speaking countries, his primary works are little-studied outside of Claremont and a select number of liberal graduate-level theology and philosophy programs. Outside of these circles his influence is relatively small and diffuse, and has tended to come chiefly through the work of his students and admirers rather than Whitehead himself. For instance, Whitehead was a teacher and long-time friend and collaborator of Bertrand Russell, and he also taught and supervised the dissertation of Willard Van Orman Quine, both of whom are important figures in analytic philosophy – the dominant strain of philosophy in English-speaking countries in the 20th century. Whitehead has also had high-profile admirers in the continental tradition, such as French post-structuralist philosopher Gilles Deleuze, who once dryly remarked of Whitehead that ""he stands provisionally as the last great Anglo-American philosopher before Wittgenstein's disciples spread their misty confusion, sufficiency, and terror."" French sociologist and anthropologist Bruno Latour even went so far as to call Whitehead ""the greatest philosopher of the 20th century.""",1565,347,through the work of his students and admirers rather
407,573354414776f41900660849,What did many asset managers decide to do to the detriment of their clients?,"Moreover, a conflict of interest between professional investment managers and their institutional clients, combined with a global glut in investment capital, led to bad investments by asset managers in over-priced credit assets. Professional investment managers generally are compensated based on the volume of client assets under management. There is, therefore, an incentive for asset managers to expand their assets under management in order to maximize their compensation. As the glut in global investment capital caused the yields on credit assets to decline, asset managers were faced with the choice of either investing in assets where returns did not reflect true credit risk or returning funds to clients. Many asset managers chose to continue to invest client funds in over-priced (under-yielding) investments, to the detriment of their clients, in order to maintain their assets under management. This choice was supported by a ""plausible deniability"" of the risks associated with subprime-based credit assets because the loss experience with early ""vintages"" of subprime loans was so low.",1571,744,continue to invest client funds in over-priced (under-yielding) investments
408,57337520d058e614000b5b4c,"According to economist Dean Baker, a homeowner who has no equity if this type default risk?","In November 2008, economist Dean Baker observed: ""There is a really good reason for tighter credit. Tens of millions of homeowners who had substantial equity in their homes two years ago have little or nothing today. Businesses are facing the worst downturn since the Great Depression. This matters for credit decisions. A homeowner with equity in her home is very unlikely to default on a car loan or credit card debt. They will draw on this equity rather than lose their car and/or have a default placed on their credit record. On the other hand, a homeowner who has no equity is a serious default risk. In the case of businesses, their creditworthiness depends on their future profits. Profit prospects look much worse in November 2008 than they did in November 2007... While many banks are obviously at the brink, consumers and businesses would be facing a much harder time getting credit right now even if the financial system were rock solid. The problem with the economy is the loss of close to $6 trillion in housing wealth and an even larger amount of stock wealth.",1582,584,serious
409,573328a6d058e614000b574e,What is one investment assigned safe ratings by the credit rating agencies?,"In a Peabody Award winning program, NPR correspondents argued that a ""Giant Pool of Money"" (represented by $70 trillion in worldwide fixed income investments) sought higher yields than those offered by U.S. Treasury bonds early in the decade. This pool of money had roughly doubled in size from 2000 to 2007, yet the supply of relatively safe, income generating investments had not grown as fast. Investment banks on Wall Street answered this demand with products such as the mortgage-backed security and the collateralized debt obligation that were assigned safe ratings by the credit rating agencies.",1592,509,collateralized debt obligation
410,573352f24776f41900660832,Who commented that the super-boom got out of hand when products became so complicated that risk could not be accurately calculated?,"As financial assets became more and more complex, and harder and harder to value, investors were reassured by the fact that both the international bond rating agencies and bank regulators, who came to rely on them, accepted as valid some complex mathematical models which theoretically showed the risks were much smaller than they actually proved to be. George Soros commented that ""The super-boom got out of hand when the new products became so complicated that the authorities could no longer calculate the risks and started relying on the risk management methods of the banks themselves. Similarly, the rating agencies relied on the information provided by the originators of synthetic products. It was a shocking abdication of responsibility.""",1613,354,George Soros
411,57329eb1cc179a14009dab72,What institutions comprise the shadow banking system?,"While the housing and credit bubbles were building, a series of factors caused the financial system to both expand and become increasingly fragile, a process called financialization. U.S. Government policy from the 1970s onward has emphasized deregulation to encourage business, which resulted in less oversight of activities and less disclosure of information about new activities undertaken by banks and other evolving financial institutions. Thus, policymakers did not immediately recognize the increasingly important role played by financial institutions such as investment banks and hedge funds, also known as the shadow banking system. Some experts believe these institutions had become as important as commercial (depository) banks in providing credit to the U.S. economy, but they were not subject to the same regulations.",1639,567,investment banks and hedge funds
412,5732b589cc179a14009dac1e,When did CRA make rule changes to relax underwriting standards?,"To other analysts the delay between CRA rule changes (in 1995) and the explosion of subprime lending is not surprising, and does not exonerate the CRA. They contend that there were two, connected causes to the crisis: the relaxation of underwriting standards in 1995 and the ultra-low interest rates initiated by the Federal Reserve after the terrorist attack on September 11, 2001. Both causes had to be in place before the crisis could take place. Critics also point out that publicly announced CRA loan commitments were massive, totaling $4.5 trillion in the years between 1994 and 2007. They also argue that the Federal Reserve’s classification of CRA loans as “prime” is based on the faulty and self-serving assumption that high-interest-rate loans (3 percentage points over average) equal “subprime” loans.",1647,262,1995
413,5732b89acc179a14009dac32,What financial innovation enabled investment banks and hedge funds to make large wagers?,"Others have pointed out that there were not enough of these loans made to cause a crisis of this magnitude. In an article in Portfolio Magazine, Michael Lewis spoke with one trader who noted that ""There weren’t enough Americans with [bad] credit taking out [bad loans] to satisfy investors' appetite for the end product."" Essentially, investment banks and hedge funds used financial innovation to enable large wagers to be made, far beyond the actual value of the underlying mortgage loans, using derivatives called credit default swaps, collateralized debt obligations and synthetic CDOs.",1648,516,"credit default swaps, collateralized debt obligations and synthetic CDOs."
414,5732bad2cc179a14009dac3c,Peter J. Wallison believes that the huge number of these loans led to the financial crisis?,"Countering Krugman, Peter J. Wallison wrote: ""It is not true that every bubble—even a large bubble—has the potential to cause a financial crisis when it deflates."" Wallison notes that other developed countries had ""large bubbles during the 1997–2007 period"" but ""the losses associated with mortgage delinquencies and defaults when these bubbles deflated were far lower than the losses suffered in the United States when the 1997–2007 [bubble] deflated."" According to Wallison, the reason the U.S. residential housing bubble (as opposed to other types of bubbles) led to financial crisis was that it was supported by a huge number of substandard loans – generally with low or no downpayments.",1649,633,substandard
415,57331e2f4776f419006606ea,What country is Saint-Barthélemy a collectivity of?,"Saint-Barthélemy (French: Saint-Barthélemy, French pronunciation: ​[sɛ̃baʁtelemi]), officially the Territorial collectivity of Saint-Barthélemy (French: Collectivité territoriale de Saint-Barthélemy), is an overseas collectivity of France. Often abbreviated to Saint-Barth in French, or St. Barts or St. Barths in English, the indigenous people called the island Ouanalao. St. Barthélemy lies about 35 kilometres (22 mi) southeast of St. Martin and north of St. Kitts. Puerto Rico is 240 kilometres (150 mi) to the west in the Greater Antilles.",1666,232,France
416,56dc561414d3a41400c267d3,What is the science that deals with the common genetic characteristics of related organisms called?,"When people say that the genome of a sexually reproducing species has been ""sequenced"", typically they are referring to a determination of the sequences of one set of autosomes and one of each type of sex chromosome, which together represent both of the possible sexes. Even in species that exist in only one sex, what is described as a ""genome sequence"" may be a composite read from the chromosomes of various individuals. Colloquially, the phrase ""genetic makeup"" is sometimes used to signify the genome of a particular individual or organism.[citation needed] The study of the global properties of genomes of related organisms is usually referred to as genomics, which distinguishes it from genetics which generally studies the properties of single genes or groups of genes.",1677,656,genomics
417,56dc56a414d3a41400c267d9,What is the relation between the number of base pairs and total complement of genes in a species called?,"Both the number of base pairs and the number of genes vary widely from one species to another, and there is only a rough correlation between the two (an observation known as the C-value paradox). At present, the highest known number of genes is around 60,000, for the protozoan causing trichomoniasis (see List of sequenced eukaryotic genomes), almost three times as many as in the human genome.",1678,178,C-value paradox
418,56dc695914d3a41400c26871,What are some areas of learning in comprehensive schools that were not found often in grammar schools?,"Comprehensive schools are primarily about providing an entitlement curriculum to all children, without selection whether due to financial considerations or attainment. A consequence of that is a wider ranging curriculum, including practical subjects such as design and technology and vocational learning, which were less common or non-existent in grammar schools. Providing post-16 education cost-effectively becomes more challenging for smaller comprehensive schools, because of the number of courses needed to cover a broader curriculum with comparatively fewer students. This is why schools have tended to get larger and also why many local authorities have organised secondary education into 11–16 schools, with the post-16 provision provided by Sixth Form colleges and Further Education Colleges. Comprehensive schools do not select their intake on the basis of academic achievement or aptitude, but there are demographic reasons why the attainment profiles of different schools vary considerably. In addition, government initiatives such as the City Technology Colleges and Specialist schools programmes have made the comprehensive ideal less certain.",1700,258,design and technology and vocational learning
419,56dc6a0914d3a41400c2687a,How many selective grammar schools are still currently functioning in England and Wales?,"In these schools children could be selected on the basis of curriculum aptitude related to the school's specialism even though the schools do take quotas from each quartile of the attainment range to ensure they were not selective by attainment. A problem with this is whether the quotas should be taken from a normal distribution or from the specific distribution of attainment in the immediate catchment area. In the selective school system, which survives in several parts of the United Kingdom, admission is dependent on selection criteria, most commonly a cognitive test or tests. Although comprehensive schools were introduced to England and Wales in 1965, there are 164 selective grammar schools that are still in operation.[citation needed] (though this is a small number compared to approximately 3500 state secondary schools in England). Most comprehensives are secondary schools for children between the ages of 11 to 16, but in a few areas there are comprehensive middle schools, and in some places the secondary level is divided into two, for students aged 11 to 14 and those aged 14 to 18, roughly corresponding to the US middle school (or junior high school) and high school, respectively. With the advent of key stages in the National Curriculum some local authorities reverted from the Middle School system to 11–16 and 11–18 schools so that the transition between schools corresponds to the end of one key stage and the start of another.",1701,673,164
420,56dd2e5966d3e219004dac1f,"In the U.S. and governments modeled on it, who holds executive power?","By the late 20th century, the majority of the world's countries had a prime minister or equivalent minister, holding office under either a constitutional monarchy or a ceremonial president. The main exceptions to this system have been the United States and the presidential republics in Latin America modelled on the U.S. system, in which the president directly exercises executive authority.",1775,179,president
421,56dd2f9a66d3e219004dac2b,What is the term for the head of China's government?,"This contrasts with the presidential system, in which the president (or equivalent) is both the head of state and the head of the government. In some presidential or semi-presidential systems, such as those of France, Russia or South Korea, the prime minister is an official generally appointed by the president but usually approved by the legislature and responsible for carrying out the directives of the president and managing the civil service. The head of government of the People's Republic of China is referred to as the Premier of the State Council and the premier of the Republic of China (Taiwan) is also appointed by the president, but requires no approval by the legislature.",1778,528,Premier of the State Council
422,56dda3d266d3e219004dac8f,What's a common abbreviation for the term institute of technology?,"Institute of technology (also: university of technology, polytechnic university, technikon, and technical college) is a designation employed for a wide range of learning institutions awarding different types of degrees and operating often at variable levels of the educational system. It may be an institution of higher education and advanced engineering and scientific research or professional vocational education, specializing in science, engineering, and technology or different sorts of technical subjects. It may also refer to a secondary education school focused in vocational training.[citation needed] The term institute of technology is often abbreviated IT and is not to be confused with information technology.",1797,665,IT
423,56ddaa9b9a695914005b9584,In what year were polytechnics in the UK given the university designation?,"In countries like Iran, Finland, Malaysia, Portugal, Singapore or the United Kingdom, there is often a significant and confused distinction between polytechnics and universities. In the UK a binary system of higher education emerged consisting of universities (research orientation) and Polytechnics (engineering and applied science and professional practice orientation). Polytechnics offered university equivalent degrees from bachelor's, master's and PhD that were validated and governed at the national level by the independent UK Council for National Academic Awards. In 1992 UK Polytechnics were designated as universities which meant they could award their own degrees. The CNAA was disbanded. The UK's first polytechnic, the Royal Polytechnic Institution (now the University of Westminster) was founded in 1838 in Regent Street, London. In Ireland the term institute of technology is the more favored synonym of a regional technical college though the latter is the legally correct term; however, Dublin Institute of Technology is a university in all but name as it can confer degrees in accordance with law, Cork Institute of Technology and another of other Institutes of Technology have delegated authority from HETAC to make awards to and including master's degree level—Level 9 of the National Framework for Qualifications (NFQ)—for all areas of study and Doctorate level in a number of others.",1802,576,1992
424,56ddd0139a695914005b95e8,In what city is the École Polytechnique de Montréal located?,"Credentials are typically conferred at the undergraduate level, however university-affiliated schools like the École de technologie supérieure and the École Polytechnique de Montréal (both of which are located in Quebec), also offer graduate and postgraduate programs, in accordance with provincial higher education guidelines. Canadian higher education institutions, at all levels, undertake directed and applied research with financing allocated through public funding, private equity, or industry sources.",1814,213,Quebec
425,56ddd1059a695914005b95f2,What is Canada's national alliance of 11 research-focused schools called?,"Some of Canada's most esteemed colleges and polytechnic institutions also partake in collaborative institute-industry projects, leading to technology commercialization, made possible through the scope of Polytechnics Canada; a national alliance of eleven leading research-intensive colleges and institutes of technology.",1815,204,Polytechnics Canada
426,56ddf6914396321400ee250d,Which department's faculty can be associated with university hospitals?,"The nine largest and most renowned Technische Universitäten in Germany have formed TU9 German Institutes of Technology as community of interests. Technische Universitäten normally have faculties or departements of natural sciences and often of economics but can also have units of cultural and social sciences and arts. RWTH Aachen, TU Dresden and TU München also have a faculty of medicine associated with university hospitals (Klinikum Aachen, University Hospital Dresden, Rechts der Isar Hospital).",1832,382,medicine
427,56ddf8adcffd8e1900b4b542,What's the name of the Act that changed how Greek public institutes of technology were designated?,"In Greece, there are 2 ""Polytechnics"" part of the public higher education in Greece and they confer a 5-year Diplom Uni (300E.C.T.S – I.S.C.E.D. 5A), the National Technical University of Athens and the Technical University of Crete. Also, there are Greek Higher Technological Educational Institutes (Ανώτατα Τεχνολογικά Εκπαιδευτικά Ιδρύματα – Α.T.E.I). After the N.1404/1983 Higher Education Reform Act (Ν.1404/1983 - 2916/2001 - Ν. 3549/2007 - N. 3685/2008 - N. 4009/2011) the Technological Educational Institute constitute, a parallel and equivalent with universities part of the public higher education in Greece. They confer 4-year bachelor's degree (Diplom FH) (240E.C.T.S – I.S.C.E.D. 5A).",1835,376,Higher Education Reform Act
428,56de03d2cffd8e1900b4b562,What city houses the headquarters of the Istituto Italiano di Tecnologia?,"In 2003, the Ministry of Education, Universities and Research and the Ministry of Economy and Finance jointly established the Istituto Italiano di Tecnologia (Italian Institute of Technology), headquartered in Genoa with 10 laboratories around Italy, which however focuses on research and does not offer undergraduate degrees.",1845,210,Genoa
429,56de1a2a4396321400ee25cd,What's Pakistan's program called that's comparable to the British A Level?,University of Engineering & Technology or University of Engineering Sciences are the recognized universities that grant Bachelor's and master's degrees in undergraduate and graduate studies respectively. The Bachelor of Science degree awarded by Universities of Engineering & Technology or University of Engineering Sciences are 4 years full-time program after finishing 13 years of education (international high school certificate) in Pakistan known as F.Sc equivalent to British system A-Level.,1855,454,F.Sc
430,56de4affcffd8e1900b4b7c2,What's the name of Singapore's centralized institute that students can attend before university?,"Polytechnics in Singapore provides industry oriented education equivalent to a junior college or sixth form college in the UK. Singapore retains a system similar but not the same as in the United Kingdom from 1970–1992, distinguishing between polytechnics and universities. Unlike the British Polytechnic (United Kingdom) system Singapore Polytechnics do not offer bachelors, masters or PhD degrees. Under this system, most Singaporean students sit for their O-Level examinations after a four or five years of education in secondary school, and apply for a place at either a technical school termed ITE, a polytechnic or a university-preparatory school (a junior college or the Millennia Institute, a centralized institute). Polytechnic graduates may be granted transfer credits when they apply to local and overseas universities, depending on the overall performance in their grades, as well as the university's policies on transfer credits. A few secondary schools are now offering six-year program which leads directly to university entrance.",1858,678,Millennia Institute
431,56de4d9ecffd8e1900b4b7e1,What queen set up the Banská Akadémia?,"The world's first institution of technology or technical university with tertiary technical education is the Banská Akadémia in Banská Štiavnica, Slovakia, founded in 1735, Academy since December 13, 1762 established by queen Maria Theresa in order to train specialists of silver and gold mining and metallurgy in neighbourhood. Teaching started in 1764. Later the department of Mathematics, Mechanics and Hydraulics and department of Forestry were settled. University buildings are still at their place today and are used for teaching. University has launched the first book of electrotechnics in the world.",1860,220,queen Maria Theresa
432,56de57394396321400ee282f,What institute of technology opened in Bursa in 2010?,"In Turkey and the Ottoman Empire, the oldest technical university is Istanbul Technical University. Its graduates contributed to a wide variety of activities in scientific research and development. In 1950s, 2 technical universities were opened in Ankara and Trabzon. In recent years, Yildiz University is reorganized as Yildiz Technical University and 2 institutes of technology were founded in Kocaeli and Izmir. In 2010, another technical university named Bursa Technical University was founded in Bursa. Moreover, a sixth technical university is about to be opened in Konya named Konya Technical University.",1866,459,Bursa Technical University
433,56de5e5b4396321400ee285d,In what year was Rensselaer Polytechnic Institute founded?,"Polytechnic Institutes are technological universities, many dating back to the mid-19th century. A handful of world-renowned Elite American universities include the phrases ""Institute of Technology"", ""Polytechnic Institute"", ""Polytechnic University"", or similar phrasing in their names; these are generally research-intensive universities with a focus on engineering, science and technology. The earliest and most famous of these institutions are, respectively, Rensselaer Polytechnic Institute (RPI, 1824), New York University Tandon School of Engineering (1854) and the Massachusetts Institute of Technology (MIT, 1861). Conversely, schools dubbed ""technical colleges"" or ""technical institutes"" generally provide post-secondary training in technical and mechanical fields, focusing on training vocational skills primarily at a community college level—parallel and sometimes equivalent to the first two years at a bachelor's degree-granting institution.",1871,501,1824
434,56ddc9d49a695914005b95cd,What does Telewizja Polska operate?,"In an October 2004 case, Telewizja Polska USA, Inc. v. Echostar Satellite, No. 02 C 3293, 65 Fed. R. Evid. Serv. 673 (N.D. Ill. Oct. 15, 2004), a litigant attempted to use the Wayback Machine archives as a source of admissible evidence, perhaps for the first time. Telewizja Polska is the provider of TVP Polonia and EchoStar operates the Dish Network. Prior to the trial proceedings, EchoStar indicated that it intended to offer Wayback Machine snapshots as proof of the past content of Telewizja Polska's web site. Telewizja Polska brought a motion in limine to suppress the snapshots on the grounds of hearsay and unauthenticated source, but Magistrate Judge Arlander Keys rejected Telewizja Polska's assertion of hearsay and denied TVP's motion in limine to exclude the evidence at trial. At the trial, however, district Court Judge Ronald Guzman, the trial judge, overruled Magistrate Keys' findings,[citation needed] and held that neither the affidavit of the Internet Archive employee nor the underlying pages (i.e., the Telewizja Polska website) were admissible as evidence. Judge Guzman reasoned that the employee's affidavit contained both hearsay and inconclusive supporting statements, and the purported web page printouts were not self-authenticating.[citation needed]",1889,301,TVP Polonia
435,56ddca9d9a695914005b95d7,When are Internet Archive timestamps useful for patent offices?,"Provided some additional requirements are met (e.g. providing an authoritative statement of the archivist), the United States patent office and the European Patent Office will accept date stamps from the Internet Archive as evidence of when a given Web page was accessible to the public. These dates are used to determine if a Web page is available as prior art for instance in examining a patent application.",1890,375,in examining a patent application
436,56ddd7179a695914005b9600,What are some other names the Dutch Republic is known by?,"The Dutch Republic, also known as the Republic of the Seven United Netherlands (Republiek der Zeven Verenigde Nederlanden), Republic of the United Netherlands or Republic of the Seven United Provinces (Republiek der Zeven Verenigde Provinciën), was a republic in Europe existing from 1581, when part of the Netherlands separated from Spanish rule, until 1795. It preceded the Batavian Republic, the Kingdom of Holland, the United Kingdom of the Netherlands, and ultimately the modern Kingdom of the Netherlands. Alternative names include the United Provinces (Verenigde Provinciën), Federated Dutch Provinces (Foederatae Belgii Provinciae), and Dutch Federation (Belgica Foederata).",1900,538,"the United Provinces (Verenigde Provinciën), Federated Dutch Provinces (Foederatae Belgii Provinciae), and Dutch Federation (Belgica Foederata)"
437,56de0eadcffd8e1900b4b5a0,What do bacterial endosymbionts give necessary nutrition to?,"Endosymbiosis is any symbiotic relationship in which one symbiont lives within the tissues of the other, either within the cells or extracellularly. Examples include diverse microbiomes, rhizobia, nitrogen-fixing bacteria that live in root nodules on legume roots; actinomycete nitrogen-fixing bacteria called Frankia, which live in alder tree root nodules; single-celled algae inside reef-building corals; and bacterial endosymbionts that provide essential nutrients to about 10%–15% of insects.",1925,488,insects
438,56de25ab4396321400ee2609,When were the worms found?,"One of the most spectacular examples of obligate mutualism is between the siboglinid tube worms and symbiotic bacteria that live at hydrothermal vents and cold seeps. The worm has no digestive tract and is wholly reliant on its internal symbionts for nutrition. The bacteria oxidize either hydrogen sulfide or methane, which the host supplies to them. These worms were discovered in the late 1980s at the hydrothermal vents near the Galapagos Islands and have since been found at deep-sea hydrothermal vents and cold seeps in all of the world's oceans.",1932,383,the late 1980s
439,56de42a94396321400ee2730,What organisms is the ibex in an amensalistic relationship with?,"Amensalism is an interaction where an organism inflicts harm to another organism without any costs or benefits received by the other. A clear case of amensalism is where sheep or cattle trample grass. Whilst the presence of the grass causes negligible detrimental effects to the animal's hoof, the grass suffers from being crushed. Amensalism is often used to describe strongly asymmetrical competitive interactions, such as has been observed between the Spanish ibex and weevils of the genus Timarcha which feed upon the same type of shrub. Whilst the presence of the weevil has almost no influence on food availability, the presence of ibex has an enormous detrimental effect on weevil numbers, as they consume significant quantities of plant matter and incidentally ingest the weevils upon it.",1939,472,weevils
440,56de4520cffd8e1900b4b759,What far-reaching result do scientists think has come about from symbiosis with bacteria?,"While historically, symbiosis has received less attention than other interactions such as predation or competition, it is increasingly recognized as an important selective force behind evolution, with many species having a long history of interdependent co-evolution. In fact, the evolution of all eukaryotes (plants, animals, fungi, and protists) is believed under the endosymbiotic theory to have resulted from a symbiosis between various sorts of bacteria. This theory is supported by certain organelles dividing independently of the cell, and the observation that some organelles seem to have their own nucleic acid.",1941,277,the evolution of all eukaryotes
441,56df065d3277331400b4d8c7,Who commands the reserves?,"Approximately 26,000 citizen soldiers, sailors, and airmen and women, trained to the level of and interchangeable with their Regular Force counterparts, and posted to CAF operations or duties on a casual or ongoing basis, make up the Primary Reserve. This group is represented, though not commanded, at NDHQ by the Chief of Reserves and Cadets, who is usually a major general or rear admiral, and is divided into four components that are each operationally and administratively responsible to its corresponding environmental command in the Regular Force – the Naval Reserve (NAVRES), Land Force Reserve (LFR), and Air Reserve (AIRRES) – in addition to one force that does not fall under an environmental command, the Health Services Reserve under the Canadian Forces Health Services Group.",1983,315,Chief of Reserves and Cadets
442,56dde75466d3e219004dadc4,Who were the first people to be called cardinals in Rome? ,"There is disagreement about the origin of the term, but general consensus that ""cardinalis"" from the word cardo (meaning 'pivot' or 'hinge') was first used in late antiquity to designate a bishop or priest who was incorporated into a church for which he had not originally been ordained. In Rome the first persons to be called cardinals were the deacons of the seven regions of the city at the beginning of the 6th century, when the word began to mean “principal,” “eminent,” or ""superior."" The name was also given to the senior priest in each of the ""title"" churches (the parish churches) of Rome and to the bishops of the seven sees surrounding the city. By the 8th century the Roman cardinals constituted a privileged class among the Roman clergy. They took part in the administration of the church of Rome and in the papal liturgy. By decree of a synod of 769, only a cardinal was eligible to become pope. In 1059, during the pontificate of Nicholas II, cardinals were given the right to elect the pope under the Papal Bull In nomine Domini. For a time this power was assigned exclusively to the cardinal bishops, but the Third Lateran Council in 1179 gave back the right to the whole body of cardinals. Cardinals were granted the privilege of wearing the red hat by Pope Innocent IV in 1244.",1991,342,the deacons of the seven regions of the city
443,56dded029a695914005b96cf,The Archdiocese of Milwaukee says that the correct way to address a cardinal in English is? ,"In accordance with tradition, they sign by placing the title ""Cardinal"" (abbreviated Card.) after their personal name and before their surname as, for instance, ""John Card(inal) Doe"" or, in Latin, ""Ioannes Card(inalis) Cognomen"". Some writers, such as James-Charles Noonan, hold that, in the case of cardinals, the form used for signatures should be used also when referring to them in English. Official sources such as the Archdiocese of Milwaukee and Catholic News Service say that the correct form for referring to a cardinal in English is normally as ""Cardinal [First name] [Surname]"". This is the rule given also in stylebooks not associated with the Catholic Church. This style is also generally followed on the websites of the Holy See and episcopal conferences. Oriental Patriarchs who are created Cardinals customarily use ""Sanctae Ecclesiae Cardinalis"" as their full title, probably because they do not belong to the Roman clergy.",2000,555,"""Cardinal [First name] [Surname]"""
444,56df03d9c65bf219000b3ecf,"In 1939, how many Cardinals were Italian?","Cardinals elevated to the diaconal order are mainly officials of the Roman Curia holding various posts in the church administration. Their number and influence has varied through the years. While historically predominantly Italian the group has become much more internationally diverse in later years. While in 1939 about half were Italian by 1994 the number was reduced to one third. Their influence in the election of the Pope has been considered important, they are better informed and connected than the dislocated cardinals but their level of unity has been varied. Under the 1587 decree of Pope Sixtus V, which fixed the maximum size of the College of Cardinals, there were 14 cardinal deacons. Later the number increased. As late as 1939 almost half of the cardinals were members of the curia. Pius XII reduced this percentage to 24 percent. John XXIII brought it back up to 37 percent but Paul VI brought it down to 27 percent where John Paul II has maintained this ratio.",2022,316,about half
445,56df0c1a3277331400b4d91b,"In the College of Cardinals, the elected Dean needs the approval of who?","The Dean of the College of Cardinals, or Cardinal-dean, is the primus inter pares of the College of Cardinals, elected by the cardinal bishops holding suburbicarian sees from among their own number, an election, however, that must be approved by the Pope. Formerly the position of dean belonged by right to the longest-serving of the cardinal bishops.",2026,246,the Pope
446,56df0c8fc65bf219000b3f04,Patriarch cardinals are not given what title?,"In 1965, Pope Paul VI decreed in his motu proprio Ad Purpuratorum Patrum that patriarchs of the Eastern Catholic Churches who were named cardinals (i.e., patriarch cardinals) would also be part of the episcopal order, ranking after the six cardinal bishops of the suburbicarian sees (who had been relieved of direct responsibilities for those sees by Pope John XXIII three years earlier). Patriarch cardinals do not receive title of a suburbicarian see, and as such they cannot elect the dean or become dean. There are currently three Eastern Patriarchs who are cardinal bishops:",2027,433,a suburbicarian see
447,56ddf11b66d3e219004dae3c,What language family did Thracian and Balto-Slavic belong to?,"It was situated precisely in the western part of Central Asia that borders present-day Russia (and present-day Kazakhstan). It was in relative proximity to the other satem ethno-linguistic groups of the Indo-European family, like Thracian, Balto-Slavic and others, and to common Indo-European's original homeland (more precisely, the steppes of southern Russia to the north of the Caucasus), according to the reconstructed linguistic relationships of common Indo-European.",2037,203,Indo-European
448,56ddf70a4396321400ee251b,What are the two main divisions of Iranian tongues?,"Conventionally, Iranian languages are grouped in ""western"" and ""eastern"" branches. These terms have little meaning with respect to Old Avestan as that stage of the language may predate the settling of the Iranian peoples into western and eastern groups. The geographic terms also have little meaning when applied to Younger Avestan since it isn't known where that dialect (or dialects) was spoken either. Certain is only that Avestan (all forms) and Old Persian are distinct, and since Old Persian is ""western"", and Avestan was not Old Persian, Avestan acquired a default assignment to ""eastern"". Confusing the issue is the introduction of a western Iranian substrate in later Avestan compositions and redactions undertaken at the centers of imperial power in western Iran (either in the south-west in Persia, or in the north-west in Nisa/Parthia and Ecbatana/Media).",2043,226,western and eastern
449,56df510996943c1400a5d3a3,How many Kelvins is daylight measured at?,"Color temperature for white light sources also affects their use for certain applications. The color temperature of a white light source is the temperature in Kelvin of a theoretical black body emitter that most closely matches the spectral characteristics of the lamp. An incandescent bulb has a color temperature around 2800 to 3000 Kelvin; daylight is around 6400 Kelvin. Lower color temperature lamps have relatively more energy in the yellow and red part of the visible spectrum, while high color temperatures correspond to lamps with more of a blue-white appearance. For critical inspection or color matching tasks, or for retail displays of food and clothing, the color temperature of the lamps will be selected for the best overall lighting effect.",2062,362,6400
